subject_id,property_id,object_id,reference_uri,reference_supporting_text,reference_date,property_label,property_description,property_uri
HGNC:11551,RO:0002434,HGNC:13718,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11208,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:14677,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:28510,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:19090,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11743,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:4319,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6348,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6913,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11825,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11205,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6770,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6642,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:644,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:9966,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:8618,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11290,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6206,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3240,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:10473,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3798,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6122,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:4909,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:7553,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3796,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6120,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6205,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6116,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:7545,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:14078,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3238,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:12869,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:13011,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:7879,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:13723,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3241,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:1539,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6118,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:12679,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11289,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6204,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:8619,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3488,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:18668,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:6121,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:19087,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:10472,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:11742,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:5358,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:14536,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3113,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:11551,RO:0002434,HGNC:3126,https://www.ncbi.nlm.nih.gov/pubmed/22959076,"This edge comes from the NEPH2012 dataset in ""tftargets"" source.",2012-09-14,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4055,RO:0002434,HGNC:11919,https://www.ncbi.nlm.nih.gov/pubmed/17031478,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4055,RO:0002434,HGNC:3430,https://www.ncbi.nlm.nih.gov/pubmed/22899247,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:4055,RO:0002434,HGNC:11634,https://www.ncbi.nlm.nih.gov/pubmed/17283121,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2494,RO:0002434,HGNC:1100,https://www.ncbi.nlm.nih.gov/pubmed/20818429,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2494,RO:0002434,HGNC:1101,https://www.ncbi.nlm.nih.gov/pubmed/18765668,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2494,RO:0002434,HGNC:2049,https://www.ncbi.nlm.nih.gov/pubmed/19277896,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:2494,RO:0002434,HGNC:6430,https://www.ncbi.nlm.nih.gov/pubmed/15831101,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7672,RO:0002434,HGNC:644,https://www.ncbi.nlm.nih.gov/pubmed/21720703,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7672,RO:0002434,HGNC:3467,https://www.ncbi.nlm.nih.gov/pubmed/20101232,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7672,RO:0002434,HGNC:5464,https://www.ncbi.nlm.nih.gov/pubmed/18193094,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7672,RO:0002434,HGNC:9236,https://www.ncbi.nlm.nih.gov/pubmed/20462215,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:7672,RO:0002434,HGNC:11094,https://www.ncbi.nlm.nih.gov/pubmed/18588516,"This edge comes from the TRRUST dataset in ""tftargets"" source.",NA,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:236,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:1052,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:949,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:1027,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:1177,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:1424,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:2352,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:3033,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:3265,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:3600,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:3712,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:3766,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:4311,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:4706,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:4976,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:5044,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:5145,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:5187,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:5475,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:6196,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:6614,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:6692,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:6722,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:7597,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:7803,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:8619,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:8653,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:8808,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:8816,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:9187,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:9317,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:11019,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:10968,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:11319,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:11620,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:11645,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:11714,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:11999,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
HGNC:19353,RO:0002434,HGNC:12010,https://www.encodeproject.org/search/?searchTerm=ENCFF001UUQ,"This edge comes from the ENCODE_ENCFF001UUQ dataset in ""tftargets"" source.",2012-08-28,interacts with,NA,http://purl.obolibrary.org/obo/RO_0002434
